,N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B
1299,376,18.47,309,7.7,0.45,16.984769863036938,30.49,0.64,5.64,1.2420619390118124,30.90576750384648,0.4619350649069686
1300,187,27.7,601,8.45,0.44,0.8549088613328446,36.47,0.4,5.74,1.8205688536042888,22.355663968156744,1.984911263574651
1301,227,11.8,449,7.76,0.38,22.475472685224187,37.26,1.18,9.12,2.0267717649446486,8.982263152347109,1.8341461913978392
1302,365,17.44,285,7.59,0.48,1.3421136792701909,19.59,0.3,13.74,0.3198755418091732,27.285551706872276,2.2203780609338275
1303,270,52.32,655,7.81,0.69,13.036982413695585,38.97,0.64,9.78,1.6853760901743249,1.630434050164126,2.6474480358215287
1304,243,27.19,199,7.29,3.53,17.046546414876904,13.32,0.4,6.28,2.168310027424746,7.248087545293188,1.9697195226157935
1305,321,81.05,458,8.11,0.73,20.916162057531444,32.55,0.62,13.94,0.580251420723107,27.83024481245415,0.4901502408819839
1306,406,91.82,634,7.4,3.49,17.166677677965026,12.74,0.58,9.42,2.3772509320568824,8.023755881031674,0.7319016222725334
1307,376,23.6,472,8.65,0.3,19.261301185368023,26.99,0.52,5.74,1.8004542469063474,6.92591123171581,2.384454697209796
1308,246,13.85,184,7.52,4.61,8.212859601773063,31.45,0.78,8.38,2.880009832093952,4.376690305102238,0.6376847693024157
1309,348,51.81,228,7.7,0.46,19.574320218541644,35.21,0.46,5.36,0.2142973337461926,26.64796219371325,0.2601615947943687
1310,331,83.61,392,8.13,0.92,2.014744828593736,23.03,0.38,7.22,0.8674055830375182,15.556799626412667,2.001052949156611
1311,376,22.57,547,7.15,4.5,21.48611807984661,32.37,0.56,7.32,1.8525528663484847,20.957451042342843,1.170972741152792
1312,270,17.44,482,7.56,1.16,13.187457790074294,27.65,0.5,8.22,0.958920542763377,7.494760604077667,2.5993105450266936
1313,237,41.04,294,7.58,1.18,19.6334167021036,27.65,0.88,7.24,2.18326280072874,23.52586860503648,1.8547039962185057
1314,293,26.67,784,8.4,0.62,10.910406999987371,37.79,0.3,6.86,2.313885477789258,23.586571283879223,0.3095563787049836
1315,209,24.62,501,8.26,0.52,15.481506915196944,16.01,0.56,6.16,0.3903717747147701,9.76615298941739,2.676084125620104
1316,285,29.75,513,7.6,0.88,12.681023596373104,34.91,0.42,5.08,1.5955935801258296,12.795986533687636,0.7736180476470786
1317,215,30.26,128,8.13,1.38,17.584989569952434,29.72,0.82,5.66,1.581049327881794,6.587332669818905,0.9907064735213488
1318,301,23.08,771,8.03,0.77,2.0509565705310906,35.24,0.86,8.38,1.1719926567315355,30.275970010444517,1.170238741766576
1319,386,50.78,438,7.71,1.2,1.5424148073744748,24.65,0.8,6.52,2.823469847329139,20.05266360533433,0.2013790580759045
1320,357,75.41,505,7.7,0.72,6.005767292842499,33.81,0.94,8.06,2.5145935172285383,28.978060475302275,1.4303825653564692
1321,272,32.32,741,7.77,0.54,3.913117854705201,13.22,0.98,7.06,2.132823488995236,9.481579442703923,0.4003590353678066
1322,218,33.34,417,7.75,0.76,20.93562724155362,31.42,0.46,8.38,2.182977042703542,24.262610302473924,1.1666781016598509
1323,205,56.94,372,7.89,1.84,5.339214297857258,31.3,0.58,5.18,1.442828301372439,23.76737350959968,1.0279590148581526
1324,450,37.96,644,8.08,1.22,23.42317961407724,24.68,0.76,5.02,2.788513946812967,21.47524308615747,2.193038630257149
1325,480,56.43,956,7.75,0.62,8.151809423329453,23.0,1.26,8.24,2.125164601852126,29.938587945991465,2.276750612106338
1326,366,34.88,266,7.84,0.64,4.4526181849599125,28.56,0.96,8.26,2.2259145106515423,12.266924332324086,0.4834195553938828
1327,229,47.71,656,7.22,0.25,18.97379432070525,14.92,0.72,8.08,2.614754348096921,4.147858125687603,1.0716812771666644
1328,403,11.29,473,7.71,0.57,15.843115834470938,37.54,0.98,9.42,0.8930297567726196,20.85908666204904,1.0904547244478555
1329,252,85.15,708,7.54,0.41,12.00687762323002,14.9,1.06,8.84,2.45471774832944,22.638379736740895,0.4778928252635947
1330,245,42.58,343,8.6,0.41,13.373188867409386,24.32,0.98,6.44,0.6620549666625216,17.873621114142786,2.263731673941286
1331,121,23.08,163,8.07,0.5,17.288922500707105,18.09,0.32,6.12,1.1018519200775214,6.498604718890611,2.011950186205768
1332,304,18.98,559,8.09,0.32,5.560068317818039,11.72,0.28,6.38,1.0733386310106392,15.692644038166389,0.5854537301798157
1333,324,47.71,318,7.9,1.27,23.912380593756133,19.38,0.54,7.66,2.957079622380182,9.753540962620407,1.0721524677188854
1334,238,86.18,319,8.43,0.98,23.39755657530812,29.58,0.56,6.22,2.5996540655814258,13.314441055069024,0.3520218686039792
1335,348,76.94,446,7.55,0.81,15.64278390369179,33.78,0.36,10.6,2.144427694459461,20.040801807841667,1.7938502079768013
1336,262,23.08,681,7.98,0.67,4.869064577206568,35.94,1.0,8.48,2.220276311533093,23.12968340171988,0.3949865117541902
1337,176,18.47,529,8.27,3.37,16.35745499410786,25.72,0.34,7.32,1.7368732875995334,7.2834207019424895,2.7811783054047727
1338,593,24.62,371,8.23,0.43,1.8255419746023027,35.13,0.82,6.04,2.864975654627961,12.63050039038439,2.2146825261385
1339,367,73.87,422,7.57,0.29,0.8325948027187648,30.94,1.1,12.3,1.5440381459453194,8.424400927931424,1.1370583968518264
1340,308,56.94,339,8.09,2.26,6.258621035418006,35.95,0.58,8.48,1.2049168899187912,6.245730552193137,1.6568364530910182
1341,336,14.36,531,7.35,0.83,11.15668866606966,10.68,0.4,8.8,0.5676935372095616,24.308831225671447,2.575303412757288
1342,237,31.29,474,7.77,1.51,20.85171287926029,27.03,0.46,6.42,2.3935825611249,28.196815731158697,1.58931401389248
1343,340,31.29,379,8.69,2.39,17.47934076741476,36.55,0.74,9.42,2.241920720981483,11.546472215796577,0.5416158224583563
1344,352,59.5,415,7.47,1.95,17.850685856679547,29.5,0.68,5.08,1.216160262875715,23.31700597390566,1.1052212614039996
1345,320,26.16,570,7.42,1.14,10.269290693309,34.98,0.6,8.8,0.163816702900542,27.81818448846666,2.387079827482097
1346,196,20.01,164,7.73,1.25,8.367846321872413,30.38,1.14,6.84,2.5482621702137718,26.246776863278853,1.8380279241313453
1347,209,14.36,469,8.28,0.39,8.967826435332004,19.6,0.4,7.8,0.1234546915204357,5.757105571976688,1.8559993007612887
1348,321,43.6,470,7.73,0.38,23.70482457329178,14.54,0.74,8.38,2.1518403543131197,29.64985621994773,2.4524273005002297
1349,248,52.32,284,7.52,0.34,1.0586096747583311,24.77,0.66,7.72,2.932853331497347,11.745535244866096,2.5273656385965126
1350,237,13.85,466,7.65,0.87,20.82205275732652,20.21,0.26,5.52,1.3723476914742363,10.589144023659804,2.598627498111244
1351,303,77.97,430,7.62,0.52,13.9303422648802,23.36,1.02,7.86,0.7784720766381416,2.0385036996106347,0.3217837733787108
1352,287,65.66,517,7.54,1.08,10.58290851863121,34.22,0.86,6.38,2.155272059427108,15.127904175299836,1.5617877654181584
1353,301,36.42,398,7.83,0.49,17.433658083921763,31.1,0.86,8.04,2.4841854561056644,3.477430587148288,2.1038062785625598
1354,304,24.62,298,8.14,0.68,11.731387700050398,30.49,0.54,6.12,1.6910408261080927,7.787395068448189,2.149118092550558
1355,612,18.98,374,7.58,0.49,20.974815390151687,25.28,0.78,6.36,2.9234133565005083,9.90035758639132,1.7345367174372106
1356,586,25.14,359,7.83,0.47,21.62677454986908,22.37,0.46,6.68,0.241389354457826,25.09464513265812,0.5203330451069407
1357,357,29.24,242,7.59,0.38,10.179130152275585,19.19,0.88,6.38,1.5690511030322676,27.15384441072924,2.2608807288789934
1358,168,26.67,375,7.18,1.06,6.716184353917732,26.28,1.06,6.32,2.195070065655072,9.453184546384795,2.0475072805012497
1359,439,62.58,770,7.43,1.62,14.257172853381356,32.79,0.56,7.42,2.6175365804670943,26.63518496524489,0.2977347294753401
1360,417,84.13,446,7.89,0.35,21.905483960238914,19.98,0.68,9.46,0.6152189428898248,26.589863655352847,1.3401151161012783
1361,179,24.11,406,7.7,0.67,5.13482631723543,13.45,0.92,5.02,2.4340102015675864,23.730067857388743,0.5401776226801778
1362,326,37.45,453,7.72,0.62,14.988901347167236,12.08,0.78,6.12,1.7094317318553378,4.641412071928958,0.9914366461678024
1363,89,50.27,386,7.91,0.24,15.19428926021124,28.31,0.44,6.16,1.2519022882305924,21.43407274076352,0.1099038144876917
1364,246,17.44,341,7.77,1.65,17.621401235725216,35.39,0.72,8.42,0.4759250337367441,29.301793354893768,1.1649104368136929
1365,417,44.11,311,7.74,0.33,3.244467674541509,19.98,0.42,5.7,2.625316573603113,21.19367538911748,1.5776603023911409
1366,194,17.95,560,7.83,0.39,17.208216655901918,20.49,0.82,6.02,0.550810499966566,10.35364446894099,1.7700479562027596
1367,301,41.04,249,7.92,0.91,21.82587724390882,25.82,0.66,8.06,0.9976784274826608,15.572895115438378,1.89123335255524
1368,266,15.9,302,8.1,0.57,4.394426301998783,16.27,0.72,6.1,0.93983340864994,20.05644658911405,2.3681640241627893
1369,243,11.8,302,7.49,0.54,5.777285465680675,17.9,0.44,9.04,2.643243120179203,15.881519925623476,0.6546776240810148
1370,215,15.39,195,8.01,3.89,23.316342747595183,24.72,0.68,8.24,2.061019773032071,3.8153463700696575,0.3925298299301715
1371,334,27.7,433,7.59,0.57,4.425349169756805,35.29,0.76,8.88,2.424276493770721,9.749658339300918,2.410242594438275
1372,320,30.78,409,8.27,0.48,20.519803731532942,18.22,0.68,6.74,0.823870943462022,24.89601338380171,0.4922513691037136
1373,430,85.66,312,7.77,0.41,11.86544076910803,37.08,0.38,8.68,1.920881111848507,26.71920344389053,2.750337824487899
1374,176,46.17,297,8.12,2.29,6.008822678235931,31.23,0.72,9.04,1.7652157306111838,4.351198010583965,2.385405513140238
1375,442,18.47,391,7.59,2.23,20.910922640413023,25.67,1.1,7.32,2.530193003989634,29.5292267815966,1.4424194322552937
1376,506,28.73,454,7.46,0.95,10.742795594563704,33.02,1.06,5.88,2.744835087210093,10.26733066534354,2.768723132784789
1377,252,48.22,528,7.69,1.23,12.404134758919596,36.86,0.68,5.12,0.1256193404287433,20.56887138939194,0.3287597723380916
1378,349,19.49,192,7.73,1.06,8.685677528654399,24.29,0.72,7.96,2.0648783628422627,23.33387875860188,0.8964615008432806
1379,278,37.96,429,7.34,1.24,14.271525349294764,38.25,0.38,5.38,0.241878891420806,25.19101918796422,1.821499385512088
1380,308,31.29,511,7.46,1.96,4.008220554782044,35.0,0.52,8.34,1.698155888676653,29.324208301758983,1.0260189569859732
1381,348,61.56,732,7.35,1.42,9.44684872597708,32.62,0.7,13.36,0.9327638960979772,9.77608483861033,2.622308243466985
1382,385,37.45,528,8.28,0.32,23.26895450381337,22.09,0.62,8.38,0.9888554365998736,26.62926438109752,0.2411280033707764
1383,381,38.47,438,7.38,1.11,6.269389041556948,31.86,0.72,5.36,1.124168415115405,4.177808447144436,1.5763766564882622
1384,309,38.98,347,8.0,0.42,15.796006282536885,32.29,0.54,7.34,1.910386875715358,21.88871359726248,1.690790898010516
1385,302,26.16,492,8.03,0.62,7.872042534970206,33.79,0.42,9.38,1.0687663994094938,23.029692064687023,1.8615296216251385
1386,431,18.47,380,7.49,2.25,18.58600770390976,26.15,0.62,7.94,2.236808218229521,21.04487092070879,0.7656387763958077
1387,175,32.83,314,7.56,1.13,3.227880491168561,29.27,0.72,7.32,1.2752652397314383,7.904002199214876,1.066203339954826
1388,398,19.36,340,7.55,0.93,23.278722977377218,18.79,0.42,7.36,0.2902748769081787,27.078302811299636,2.388558261875338
1389,395,28.73,212,7.46,1.03,10.945570039068976,34.83,1.18,6.52,2.3864163384784343,5.326037933511502,0.5980420423576411
1390,319,21.03,784,8.09,1.04,5.741606073980488,31.58,0.82,6.76,0.9272718910566284,1.7667787100784649,2.342155258198479
1391,249,35.91,536,7.54,2.38,1.8565722611873023,33.86,0.38,7.24,1.3580069572258398,22.27249356000197,1.612928967211569
1392,635,18.47,337,7.42,2.99,4.157213931592223,23.27,0.58,6.36,2.098350577840172,14.797444843539145,2.1636375308956666
1393,478,13.85,485,7.52,0.62,12.52259737048882,30.92,0.68,8.26,1.0640965404457263,26.338637836523503,2.029556330887181
1394,262,33.34,358,7.22,0.59,8.154375916707743,15.79,0.36,9.6,0.2557959725098768,11.95313768728962,0.6327317272622661
1395,591,80.53,759,7.86,0.33,19.910312444594368,16.12,0.56,10.98,1.185588667747544,5.308125599003249,1.629923152557489
1396,314,67.2,316,7.79,0.72,10.39821181551716,15.82,0.8,5.8,2.857234347294309,25.947699325394275,2.454915901742055
1397,279,23.06,452,7.74,0.9,6.044271114844354,24.09,0.46,9.38,1.970281784084776,17.065818521361813,1.252640813573325
1398,365,37.45,220,7.93,0.63,14.849765179836318,35.28,0.56,8.12,2.0574339055949165,5.954258026938063,2.727790525816354
1399,215,71.81,363,8.03,0.9,16.991975483562154,26.0,0.66,7.96,1.942586710158285,22.36266171633531,1.3081136762807417
1400,218,57.45,399,7.32,2.67,4.092301598832702,32.1,0.32,5.12,0.6730469671511498,15.898300292940672,0.4540883572033617
1401,526,33.34,870,7.36,1.57,4.106099269290792,31.65,0.7,7.36,1.315718221819681,18.77722802140348,1.134839717014378
1402,188,84.13,571,7.6,1.18,0.976447103711677,10.54,0.42,7.38,2.2902536092045223,14.347149667201316,2.686698641637882
1403,241,24.11,417,7.69,0.55,17.70000816006881,23.41,0.42,8.36,0.3870225898307563,25.708820510138217,0.9424295441779976
1404,278,36.42,399,7.59,2.48,15.96492821016114,38.96,0.58,8.4,0.9041086339428568,25.735192287449408,2.455950921233093
1405,181,23.08,302,8.52,0.39,11.44367793042055,28.69,0.36,8.38,0.8996149878049511,22.02302070615529,2.492251881442016
1406,252,56.43,399,7.57,1.54,20.275673730363813,23.56,0.34,12.46,1.3558154578519028,3.3658485477767197,1.0265148071562125
1407,296,58.48,753,8.03,0.28,19.35551665550627,31.7,0.7,5.08,2.962480410960602,26.022195794216685,0.2897911362197446
1408,201,31.29,378,7.52,0.88,14.089969309082376,30.38,1.23,5.08,0.2877824617835983,20.837590968661583,2.0597798292783382
1409,475,34.37,377,7.73,0.55,20.85168360426688,30.64,1.2,7.06,1.6097939135351436,21.64107648787281,0.9197739452786012
1410,234,39.5,262,8.35,0.59,5.019604919878761,21.91,0.36,8.66,0.6155385182957767,11.322539940075597,2.2208691753509
1411,381,44.11,562,7.54,1.17,2.774878903605696,28.69,0.62,7.78,2.93408227805055,27.270945489689936,1.2817273811987953
1412,198,41.04,587,8.04,0.94,6.547015715256051,22.14,0.48,6.68,0.4219792688514701,22.516728731254748,1.3993362088656356
1413,266,40.52,317,7.23,5.76,1.4643758605346249,30.05,0.54,7.76,1.2725509369194623,3.587919511086817,2.207029962625961
1414,254,83.18,724,7.34,4.31,12.794951719224663,27.7,0.35,5.12,2.252003005565396,12.706263482806364,1.115322793730093
1415,337,39.5,728,7.42,3.93,22.484876045849575,19.6,0.6,6.32,2.1543444741204145,27.490289380948777,1.283031473091244
1416,152,74.51,386,7.85,2.54,1.0403106219773806,24.07,0.66,7.46,1.3285949060992217,1.5679061154320373,1.0982856938041572
1417,217,17.44,618,7.35,0.74,3.0184269448396406,31.27,0.38,5.38,1.1053158121014646,29.808159380742907,1.0738598221652926
1418,284,61.04,698,7.89,1.28,10.907556775974102,36.35,0.34,6.24,1.2550042691599108,21.08933173539129,1.511612552248028
1419,407,19.49,552,8.02,1.4,22.41961291891693,27.47,0.46,5.68,0.8643294510548131,19.613203949403903,2.292286466823176
1420,246,22.57,917,7.35,2.4,7.656130908944336,35.38,0.52,9.18,0.6916255104109235,8.467575432914053,1.0584805409062816
1421,381,46.68,233,8.35,0.64,12.22291192765258,29.55,0.92,5.08,1.5053063138475478,7.79517835415318,1.5069430286841532
1422,202,18.98,379,8.11,0.48,1.093591331304371,32.13,0.96,9.76,0.8768039052780895,29.210178400002714,1.911207418221578
1423,466,19.49,782,7.61,2.15,3.645402502993924,34.5,0.34,5.82,0.9322626781489428,9.323636111292052,0.8036528717980878
1424,282,17.44,477,7.36,0.65,23.68045993871644,14.82,0.48,6.62,2.014295265980452,24.06535861564989,0.8259629415306033
1425,199,38.98,316,8.12,0.42,23.166336844821487,21.91,0.76,7.48,2.927814381880684,12.253532346616677,2.636220230584735
1426,293,26.67,438,7.56,0.58,0.2180655443323898,18.55,1.14,6.64,1.858656997638969,4.4115582465395065,2.056955422393804
1427,453,20.52,220,7.67,0.56,22.84830167161541,15.2,0.54,5.96,0.3155498385003512,0.4409955458096379,1.6530352263763324
1428,329,41.55,738,7.39,1.04,15.374966513790458,30.86,0.78,7.48,0.3114599885924162,16.922109140401098,1.847707350200889
1429,276,50.27,595,7.29,2.49,20.84324723902853,26.75,0.68,6.35,2.8776700370775083,30.25180770497653,0.1408664629654346
1430,285,33.86,824,7.35,2.41,10.968282549649231,35.71,1.44,7.52,0.9610620156004877,11.512617026766328,1.7659641849502832
1431,288,17.95,534,7.78,0.69,12.42274508304408,25.12,0.77,9.96,0.359756269221653,11.143671197045157,1.4662444900987972
1432,232,35.39,515,7.5,0.42,11.783433268140392,37.88,0.48,9.8,1.845200640350618,10.738990075369266,1.5662691161912423
1433,309,27.19,464,7.42,1.04,16.038055755351895,34.09,0.38,7.38,1.91729092039048,16.189599134347077,1.052009762053055
1434,282,18.98,422,7.96,0.3,3.4376649886758783,24.68,0.36,5.38,1.9901191229477564,13.722138248976428,0.2848679576877196
1435,282,14.41,241,8.19,0.3,0.816368797957003,25.13,0.88,5.12,0.873487941622596,27.29056281959748,0.5936162847692641
1436,225,47.71,317,7.5,1.64,7.459525604029462,28.07,0.52,5.38,0.1342743047484118,15.725537256338615,2.684055408466974
1437,490,58.48,472,8.23,0.82,16.941870229405858,27.31,0.88,9.72,2.9174950325016025,15.79463962164489,1.1880107918677776
1438,364,56.4,640,7.77,1.63,4.9242975057384655,32.95,0.58,5.02,0.8251166238749303,4.384298560917994,1.348045510093185
1439,286,31.29,720,8.13,0.56,16.195035156465526,24.49,0.62,6.2,2.070757023993964,30.46682441872182,0.2054790199954916
1440,278,10.77,499,7.1,2.8,23.28089790196376,14.32,0.86,10.38,2.160425518744619,7.831662598938149,0.1636827935413864
1441,319,57.96,372,7.28,1.34,2.3442271073670997,21.53,0.54,5.06,1.8773217320428928,2.3762160438271263,2.039420793849051
1442,225,32.83,458,7.56,0.67,16.17519062558052,33.48,0.92,8.32,1.0068186650459894,20.5945876308442,1.545141272974267
1443,351,33.34,595,8.18,1.79,10.70563024137925,34.39,0.68,7.06,0.8843120235287127,18.5008671741458,1.464028516436896
1444,210,14.36,512,7.92,0.29,20.848599879622377,26.05,0.46,7.72,1.84116806831892,12.933849251835914,0.7310237039665655
1445,202,43.09,356,8.37,0.87,4.333879967792522,30.64,0.36,6.22,2.6276602064822563,13.151518104574144,2.115512019298585
1446,360,25.65,767,7.87,0.32,16.65376025820533,24.7,0.82,6.06,2.863929825745549,24.360624521124254,0.5243329583394376
1447,241,17.44,929,7.5,0.79,20.130955422589835,25.77,0.56,9.72,0.4003040069030098,6.15556345267816,0.5842198925044153
1448,314,37.96,551,7.82,0.45,22.67627984542916,28.35,1.2,8.06,0.5436478349113192,25.44762502220764,1.3315655929212402
1449,464,83.1,544,7.44,1.28,16.429627876122535,33.51,1.2,6.42,2.8580772382344235,20.14979834821711,0.8501324194289568
1450,294,34.88,449,7.71,0.9,11.982476859801412,32.03,0.7,7.02,2.248048219020942,13.051976312049508,0.7429978282034839
1451,340,56.43,441,7.65,0.37,14.86654904080901,34.24,0.58,8.36,2.677171906751235,14.2585039662757,1.8408558989671957
1452,194,13.85,800,7.38,0.67,20.866829129041367,19.77,0.66,6.32,0.6837136180165555,8.037832229978498,1.8566820168031828
1453,325,48.73,681,7.57,0.71,13.737572944668027,25.06,0.5,7.8,1.811626602350548,23.34281173700955,2.3356671126478044
1454,563,29.75,327,7.65,0.39,0.8262507267544009,11.6,0.44,6.39,2.144339011643198,15.95270078980972,1.2128756448454134
1455,321,35.91,531,7.7,1.66,22.34967382261677,34.6,0.48,7.34,2.08272782435963,10.021196825542669,0.2617148512321746
1456,359,26.16,694,7.62,1.09,16.579689349654313,27.26,0.56,6.84,1.2858844542394257,18.521988075855752,0.8153192223832231
1457,240,52.32,360,7.34,0.91,16.268669920076192,25.85,0.24,5.26,0.1351070326555338,30.868237223865368,2.7648150784232146
1458,252,39.5,406,8.17,0.69,5.25463614230544,14.09,0.92,6.32,1.797973346436491,13.555251818590948,1.7056736676422577
1459,255,34.37,563,7.87,0.57,15.847362738560506,33.03,0.76,5.48,0.8315875097962536,28.55015737005156,2.018874354050816
